Beers,Type,Alcohol Content,Brewery,Municipality,Province,Parent,Rating,Check-ins,Description,Latitude,Longitude
La Trompeuse,"Fermentation haute, Ambrée",0,Brasserie Jean Tout Seul,Lessines,Hainaut,Unknown,3,687,Unknown,50.7123036,3.8301131
Trooz forte Triple Blonde,"Triple, Blonde",0,Brasserie Grain d'Orge,Plombières,Liege,Unknown,3,358,Unknown,50.7377318,5.9611134
Trooz forte Triple Brune,"Triple, Brune",0,Brasserie Grain d'Orge,Plombières,Liege,Unknown,3,172,Unknown,50.7377318,5.9611134
Troubadour Blond,Blonde,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,64220,Unknown,51.1152543,3.8160967304356808
Troubadour Imperial Stout,Stout,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,38444,Unknown,51.1152543,3.8160967304356808
Troubadour Magma,"Triple, IPA",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,152768,Unknown,51.1152543,3.8160967304356808
Troubadour Obscura,Stout,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,40336,Unknown,51.1152543,3.8160967304356808
Troubadour Spéciale,Spéciale,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,12697,Unknown,51.1152543,3.8160967304356808
Troublette,Blanche,0,Brasserie Caracole,Dinant,Namur,Unknown,3,10909,Unknown,50.2030269,4.8921894
Trouffette Belle d'Ėté,Blonde,0,Brasserie Minne,Somme-Leuze,Namur,Unknown,3,2834,Unknown,50.313722850000005,5.32122569803292
Trouffette Blonde,Blonde,0,Brasserie Minne,Somme-Leuze,Namur,Unknown,3,3146,Unknown,50.313722850000005,5.32122569803292
Trouffette Brune,Brune,0,Brasserie Minne,Somme-Leuze,Namur,Unknown,3,579,Unknown,50.313722850000005,5.32122569803292
Trouffette Givrée,Noire,0,Brasserie Minne,Somme-Leuze,Namur,Unknown,3,278,Unknown,50.313722850000005,5.32122569803292
Trouffette Rousse,Rousse,0,Brasserie Minne,Somme-Leuze,Namur,Unknown,3,2164,Unknown,50.313722850000005,5.32122569803292
TRPL,"Fermentation haute, Bio, Triple",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,15016,Unknown,51.1152543,3.8160967304356808
Tsjeeses,"Fermentation haute, Blonde",0,De Struise Brouwers,Unknown,Unknown,Unknown,3,7621,Unknown,50.9317072,2.7380021
Tsjeeses Reserva,"Fermentation haute, Blonde dorée",0,De Struise Brouwers,Unknown,Unknown,Unknown,3,8906,Unknown,50.9317072,2.7380021
Tumulus 800,Blanche,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,572,Unknown,51.1152543,3.8160967304356808
Tumulus Aura,Blanche,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,2053,Unknown,51.1152543,3.8160967304356808
Tumulus Magna,Blanche,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,4358,Unknown,51.1152543,3.8160967304356808
Tumulus Nera,Blanche,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,3397,Unknown,51.1152543,3.8160967304356808
Turnhoutse Patriot,Saison,0,Scheldebrouwerij,Unknown,Unknown,Unknown,3,775,Unknown,46.3144754,11.0480288
Tuverbol,Fermentation mixte,0,Brasserie Loterbol,Diest,Flemish Brabant,Unknown,3,1422,Unknown,50.9963227,5.054355986103152
Uilenspiegelbière,Double,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,1275,Unknown,53.7435722,-0.3394758
Uitzet 1730,Triple,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,1764,Unknown,53.7435722,-0.3394758
Uitzet Kriekbière,Fruitée,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,0,5,Unknown,53.7435722,-0.3394758
Ulricher Extra,Pils,0,Brasserie Girardin,Dilbeek,Flemish Brabant,Unknown,2,140,Unknown,45.7717022,5.0107847
Ultra Ambrée,"Ale, Ambrée, Fermentation haute",0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,3,304,Unknown,50.5585572,4.133186556057117
Ultra Fraîche,Blonde,0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,2,58,Unknown,50.5585572,4.133186556057117
Ultra Soif,"Blonde, Fermentation haute",0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,2,157,Unknown,50.5585572,4.133186556057117
Ultramour,Fruitée,0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,2,410,Unknown,50.5585572,4.133186556057117
Ultra Blonde,Blonde,0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,3,407,Unknown,50.5585572,4.133186556057117
Ultradélice,Brune,0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,3,146,Unknown,50.5585572,4.133186556057117
Ultrabrune,Brune,0,Brasserie d'Écaussinnes,Écaussinnes,Hainaut,Unknown,3,420,Unknown,50.5585572,4.133186556057117
Unkerzak,Unknown,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,294,Unknown,51.1152543,3.8160967304356808
Urchon,Fermentation haute,0,Brasserie des Légendes,Ath +  Ellezelles,Hainaut,Unknown,0,0,Unknown,50.62114495,3.7563987945579336
Urthel Hop-It,"Blonde, IPA",0,Brasserie De Koninck,Anvers,Antwerp,Duvel Moortgat,3,46884,Unknown,51.2211097,4.3997081
Urthel Hibernus Quentum,Triple,0,Brasserie De Leite,Oostkamp,West Flanders,Unknown,3,728,Unknown,51.12144055,3.2342003757779523
Urthel Parlus Magnificum,Brune,0,Brasserie De Leite,Oostkamp,West Flanders,Unknown,3,616,Unknown,51.12144055,3.2342003757779523
Urthel Saisonnière,"Blonde, Spéciale",0,Brasserie De Koninck,Anvers,Antwerp,Duvel Moortgat,3,62297,Unknown,51.2211097,4.3997081
Urthel Samaranth,"Ambrée, Spéciale, Fermentation haute",0,Brasserie De Koninck,Anvers,Antwerp,Duvel Moortgat,3,50744,Unknown,51.2211097,4.3997081
Urthel Tonicum Finiboldus,Ambrée,0,Brasserie De Leite,Oostkamp,West Flanders,Unknown,3,110,Unknown,51.12144055,3.2342003757779523
Val-Dieu Blonde,"Blonde, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,96679,Unknown,50.69679,5.807446841053861
Val-Dieu Brune,"Brune, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,41054,Unknown,50.69679,5.807446841053861
Val-Dieu Cuvée 800,"Blonde, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,34853,Unknown,50.69679,5.807446841053861
Val-Dieu de Noël,"Blonde, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,28675,Unknown,50.69679,5.807446841053861
Val-Dieu Grand Cru,"Brune, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,88374,Unknown,50.69679,5.807446841053861
Val-Dieu Triple,"Triple, Abbaye",0,Abbaye du Val-Dieu,Unknown,Unknown,Unknown,3,99259,Unknown,50.69679,5.807446841053861
Valeir Blond,"Fermentation haute, Blonde",0,Brasserie Contreras,Gavere,East Flanders,Unknown,3,13028,Unknown,50.9292999,3.6863506459883193
Valeir Divers,"Fermentation haute, Triple",0,Brasserie Contreras,Gavere,East Flanders,Unknown,3,3760,Unknown,50.9292999,3.6863506459883193
Valeir Donker,Fermentation haute,0,Brasserie Contreras,Gavere,East Flanders,Unknown,3,3365,Unknown,50.9292999,3.6863506459883193
Valeir Extra,"Fermentation haute, IPA",0,Brasserie Contreras,Gavere,East Flanders,Unknown,3,11198,Unknown,50.9292999,3.6863506459883193
Vanderghinste Vieille brune,Vieille brune,0,Brasserie Boon,Hal,Flemish Brabant,Unknown,0,0,Unknown,53.7435722,-0.3394758
Vapeur cochonne,Ale,0,Brasserie à Vapeur,Leuze-en-Hainaut,Hainaut,Unknown,3,1163,Unknown,50.5838791,3.5804867224793906
La Vapeur en Folie,Unknown,0,Brasserie à Vapeur,Leuze-en-Hainaut,Hainaut,Unknown,0,0,Unknown,50.5838791,3.5804867224793906
La Vapeur Légère,Unknown,0,Brasserie à Vapeur,Leuze-en-Hainaut,Hainaut,Unknown,0,0,Unknown,50.5838791,3.5804867224793906
La Vauban,Abbaye,0,Brasserie de Bouillon,Bouillon,Luxembourg,Unknown,2,599,Unknown,49.8206215,5.086273
Le Vaurien,"Fermentation haute, Blonde",0,Brasserie de Grandvoir,Neufchâteau,Luxembourg,Unknown,0,0,Unknown,48.3553014,5.6948571
Vedett Extra Blond,Blonde,0,Brasserie Duvel,Puurs,Antwerp,Duvel Moortgat,3,2342,Unknown,51.0772325,4.2828146
Vedett Extra White,Blanche,0,Brasserie Duvel,Puurs,Antwerp,Duvel Moortgat,3,215936,Unknown,51.0772325,4.2828146
Verhaeghe Pils,Pils,0,Brasserie Verhaeghe,Vichte,West Flanders,Unknown,3,980,Unknown,50.8354873,3.4048906
La Vermontoise,Blonde,0,Brasserie de Blaugies,Dour,Hainaut,Unknown,3,50110,Unknown,50.3582547,3.8436693
Vicardin,"Triple, Gueuze",0,Brasserie Dilewyns,Termonde,East Flanders,Unknown,3,37,Unknown,51.0312293,4.098112
Vicaris Generaal,Fermentation haute,0,Brasserie Dilewyns,Termonde,East Flanders,Unknown,3,25152,Unknown,51.0312293,4.098112
Vicaris Kerst,"Fermentation haute, Bière de Noël",0,Brasserie Dilewyns,Termonde,East Flanders,Unknown,3,64,Unknown,51.0312293,4.098112
Vicaris Tripel,"Fermentation haute, Triple",0,Brasserie Dilewyns,Termonde,East Flanders,Unknown,3,42988,Unknown,51.0312293,4.098112
Vicaris Quinto,Fermentation haute,0,Brasserie Dilewyns,Termonde,East Flanders,Unknown,3,23111,Unknown,51.0312293,4.098112
Vichtenaar,"Rouge-brune, Ale",0,Brasserie Verhaeghe,Vichte,West Flanders,Unknown,3,22972,Unknown,50.8354873,3.4048906
Vieux Bruges Blanche,Blanche (Bière-étiquette),0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,3,1030,Unknown,50.9202812,3.2549979
Vieux Bruges Framboise(s),Fruitée,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,0,Unknown,50.9202812,3.2549979
Vieux Bruges Gueuze,Gueuze,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,7,Unknown,50.9202812,3.2549979
Vieux Bruges Kriek,(Bière-étiquette),0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,10,Unknown,50.9202812,3.2549979
Vieux Bruges Kriek Lambic,(Bière-étiquette),0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,0,Unknown,50.9202812,3.2549979
Vieux Bruges Peche,Fruitée,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,0,Unknown,50.9202812,3.2549979
Vieux Bruxelles Gueuze,(Bière-étiquette),0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,0,Unknown,50.9202812,3.2549979
Vieux Bruxelles Kriek,(Bière-étiquette),0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,3,3966,Unknown,50.9202812,3.2549979
Vieux Temps,Spéciale,0,AB Inbev,Unknown,Unknown,Unknown,2,6331,Unknown,50.8874191,4.7118781002437435
Vigneronne,"Fruitée, Lambic",0,Brasserie Cantillon,Anderlecht,Brussels,Unknown,3,54,Unknown,50.841630550000005,4.335866379093762
Villée,Blonde,0,Brasserie de Silly,Silly,Hainaut,Unknown,2,600,Unknown,50.6494429,3.925039716650109
Villers Tripel,"Abbaye, Triple",0,Brasserie Huyghe,Melle,East Flanders,Unknown,3,1808,Unknown,44.5620476,7.32049
Villers Vieille,Abbaye,0,Brasserie Huyghe,Melle,East Flanders,Unknown,3,1277,Unknown,44.5620476,7.32049
Viven Ale,Spéciale,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Viven Blond,Blonde,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,23200,Unknown,51.1152543,3.8160967304356808
Viven Bruin,Double,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,9014,Unknown,51.1152543,3.8160967304356808
Viven Imperial IPA,IPA,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,53086,Unknown,51.1152543,3.8160967304356808
Viven Porter,Porter,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,7,Unknown,51.1152543,3.8160967304356808
Vlaamsch Wit,Blanche,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,3,32,Unknown,50.9202812,3.2549979
Vlaamsche Leeuw Blondje,Blonde,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,504,Unknown,53.7435722,-0.3394758
Vlaamsche Leeuw Donker,Brune,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,4909,Unknown,53.7435722,-0.3394758
Vlaamsche Leeuw Tripel,Triple,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,14491,Unknown,53.7435722,-0.3394758
Vlasbière,Blonde,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,4125,Unknown,50.8556646,2.7264961
Vlaskapelle,Rouge-brune,0,Brasserie Gulden Spoor,Wevelgem,West Flanders,Unknown,3,207,Unknown,50.8089591,3.1841013
Vlaskop,Blanche,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,3,2203,Unknown,45.799734,11.7941917
Vleteren Alt,Brune,0,Brasserie Deca,Vleteren,West Flanders,Unknown,3,2374,Unknown,47.6865361,6.500773
Vleteren Super 8 Blond,Blonde,0,Brasserie Deca,Vleteren,West Flanders,Unknown,3,318,Unknown,47.6865361,6.500773
Vliet,Ambrée,0,Huisbrouwerij de Vliet,Unknown,Unknown,Unknown,3,25433,Unknown,51.21298025,5.009271541322517
Vondel,Brune,0,Brasserie Liefmans,Audenarde,East Flanders,Duvel Moortgat,0,0,Unknown,50.8433705,3.6041443
Vossen met de Meynen Blond,(Bière-étiquette),0,Brasserie Het Anker,Malines,Antwerp,Unknown,3,179,Unknown,51.0315949,4.4728969
Vossen met de Meynen 69,"Fermentation haute, Blonde",0,Brasserie Hof ten Dormaal,Haacht,Flemish Brabant,Unknown,3,15336,Unknown,50.9769474,4.6383121
Vraie bière,Blonde IPA,0,Brasserie De Bie,Dentergem,West Flanders,Unknown,3,533,Unknown,38.9028603,-77.0274147
Vurig bièrereke,Triple,0,Brasserie Dijkwaert,Herentals,Antwerp,Unknown,3,399,Unknown,51.1765426,4.8362595
Vuuve,Blanche,0,Brasserie De Hoorn,Londerzeel,Flemish Brabant,Palm Belgian Craft Brewers,3,777,Unknown,52.6421622,5.0591962
Waas Klok bière Bruin,Brune,0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,0,0,Unknown,50.3022047,2.7767966
Waas Klok bière Tripel,Triple,0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,0,0,Unknown,50.3022047,2.7767966
Waase Wolf,Ambrée,0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,3,3703,Unknown,50.3022047,2.7767966
Waaslander,Blanche,0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,3,2571,Unknown,50.3022047,2.7767966
Warsage Blonde,Blonde,0,Brasserie de Warsage,Dalhem,Liege,Unknown,3,1205,Unknown,50.7383855,5.7659816
Warsage Brune,Brune,0,Brasserie de Warsage,Dalhem,Liege,Unknown,3,681,Unknown,50.7383855,5.7659816
Warsage Triple,"Blonde, Triple",0,Brasserie de Warsage,Dalhem,Liege,Unknown,3,2163,Unknown,50.7383855,5.7659816
Waterloo Cuvée impériale,"Bière rubis, Triple",0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,3,622,Unknown,42.498275,-92.3328743
Waterloo Récolte,Blonde,0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,3,3703,Unknown,42.498275,-92.3328743
Waterloo Récolte Dark,Brune,0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,3,241,Unknown,42.498275,-92.3328743
Waterloo Strong Dark (ancienne Double 8 Dark),Brune,0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,0,0,Unknown,42.498275,-92.3328743
Waterloo Strong Kriek,Bière fruitée,0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,3,2096,Unknown,42.498275,-92.3328743
Waterloo Tripel Blond (ancienne Tripel 7 Blond),"Blonde, Triple",0,Microbrasserie de Waterloo,Waterloo,Walloon Brabant,John Martin SA,0,0,Unknown,42.498275,-92.3328743
La Waterlootoise,Triple,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,294,Unknown,53.7435722,-0.3394758
Watneys Scotch Ale,Ale,0,Alken-Maes,Unknown,Unknown,Unknown,3,7764,Unknown,50.87932945,5.307086120219811
Watou Tripel,Triple,0,Brasserie Saint-Bernardus,Poperinge,West Flanders,Unknown,3,32981,Unknown,50.8556646,2.7264961
Watou's Wit,Blanche,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,0,0,Unknown,50.8556646,2.7264961
Wechelse Tripel,(Bière-étiquette),0,Brasserie Saint-Bernardus,Poperinge,West Flanders,Unknown,3,256,Unknown,50.8556646,2.7264961
West Pils,Pils,0,Brasserie Het Sas,Ypres,West Flanders,Unknown,0,0,Unknown,50.8521947,2.8846047
Westhoek,Fermentation haute,0,De Struise Brouwers,Unknown,Unknown,Unknown,3,1372,Unknown,50.9317072,2.7380021
Westhoek XX,Fermentation haute,0,De Struise Brouwers,Unknown,Unknown,Unknown,3,4229,Unknown,50.9317072,2.7380021
Westmalle Dubbel,Trappiste,0,Brasserie de l'abbaye Notre-Dame du Sacré-Cœur de Westmalle,Malle,Antwerp,Unknown,3,42,Unknown,51.2970123,4.6933094
Westmalle Tripel,Trappiste,0,Brasserie de l'abbaye Notre-Dame du Sacré-Cœur de Westmalle,Malle,Antwerp,Unknown,3,209,Unknown,51.2970123,4.6933094
Westvleteren Blond,Trappiste,0,Brasserie de l'abbaye de Saint-Sixte,Vleteren,West Flanders,Unknown,4,78877,Unknown,50.930143,2.7289867
Westvleteren Zes,Trappiste,0,Brasserie de l'abbaye de Saint-Sixte,Vleteren,West Flanders,Unknown,0,0,Unknown,50.930143,2.7289867
Westvleteren 8,Trappiste,0,Brasserie de l'abbaye de Saint-Sixte,Vleteren,West Flanders,Unknown,4,96002,Unknown,50.930143,2.7289867
Westvleteren 12,Trappiste,0,Brasserie de l'abbaye de Saint-Sixte,Vleteren,West Flanders,Unknown,4,298182,Unknown,50.930143,2.7289867
Wevelgemse Tripel,Triple,0,Brasserie De Ranke,Mouscron,Hainaut,Unknown,0,0,Unknown,50.7436672,3.2142729
White by Mystic,Blanche,0,Brasserie Haacht,Boortmeerbeek,Flemish Brabant,Unknown,3,29,Unknown,50.9808426,4.552216324874748
Wieze Christmas Tripel Hop,Triple Bière de Noël,0,Brasserie Wilderen,Saint-Trond,Limburg,Unknown,3,53,Unknown,50.8152784,5.1858896
Wieze Tripel Blond,Triple,0,Brasserie Wilderen,Saint-Trond,Limburg,Unknown,3,63,Unknown,50.8152784,5.1858896
Wieze Tripel zoet Bruin,Triple,0,Brasserie Wilderen,Saint-Trond,Limburg,Unknown,2,151,Unknown,50.8152784,5.1858896
Wildebok,"Fermentation haute, Bock",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,14749,Unknown,51.1152543,3.8160967304356808
Wilderen Goud,Fermentation haute,0,Brasserie Wilderen,Saint-Trond,Limburg,Unknown,3,91815,Unknown,50.8152784,5.1858896
Wilderen Kriek,Kriek,0,Brasserie Wilderen,Saint-Trond,Limburg,Unknown,3,14028,Unknown,50.8152784,5.1858896
Willy Kriegelbière,Blonde,0,Brasserie Sint Canarus,Deinze,East Flanders,Unknown,0,0,Unknown,50.9840526,3.5274017
Winterkoninck,Rouge,0,Brasserie De Koninck,Anvers,Antwerp,Duvel Moortgat,3,4827,Unknown,51.2211097,4.3997081
Winterkoninkske,Fermentation haute,0,Brasserie Cornelissen,Brée,Limburg,Unknown,3,14272,Unknown,48.1504032,-0.5188416
Winterkoninkske Haspengouwse Grand Cru,"Fermentation haute, Bière de Noël",0,Brasserie Cornelissen,Brée,Limburg,Unknown,0,0,Unknown,48.1504032,-0.5188416
Wintersnood,Bière de Noël,0,Brasserie 't Hofbrouwerijke,Putte,Antwerp,Unknown,2,17,Unknown,51.0570823,4.6310473
Wit Goud,Fermentation haute,0,Brasserie Hof ten Dormaal,Haacht,Flemish Brabant,Unknown,0,0,Unknown,50.9769474,4.6383121
Witheer,Blanche,0,Scheldebrouwerij,Unknown,Unknown,Unknown,3,27132,Unknown,46.3144754,11.0480288
Witkap Pater Dubbel,"Fermentation haute, Brune",0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,3,10979,Unknown,50.8214549,4.0037422031066825
Witkap Pater Special,"Fermentation haute, Ambrée",0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,3,6022,Unknown,50.8214549,4.0037422031066825
Witkap Pater Stimulo,"Fermentation haute, Blonde",0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,3,37087,Unknown,50.8214549,4.0037422031066825
Witkap Pater Tripel,"Fermentation haute, Triple",0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,3,29826,Unknown,50.8214549,4.0037422031066825
Witte Pol,Blanche,0,Brasserie Inter-Pol,Houffalize,Luxembourg,Unknown,3,1020,Unknown,50.1323761,5.7886928
Wittekerke,Blanche,0,Brasserie De Brabandere,Harelbeke,West Flanders,Unknown,3,17333,Unknown,50.857512,3.3113699
Wittekerke Passion,"Blanche, Fruitée",0,Brasserie De Brabandere,Harelbeke,West Flanders,Unknown,2,43,Unknown,50.857512,3.3113699
Wittekerke Rosé,"Blanche, Fruitée",0,Brasserie De Brabandere,Harelbeke,West Flanders,Unknown,3,17333,Unknown,50.857512,3.3113699
Wittoen,"Fermentation haute, Triple",0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,0,0,Unknown,45.799734,11.7941917
Wolf 7,Blonde,0,Brasserie Lupulus,Gouvy,Luxembourg,Unknown,3,41472,Unknown,50.2144933,5.9136085
Wolf 8,Brune,0,Brasserie Lupulus,Gouvy,Luxembourg,Unknown,0,0,Unknown,50.2144933,5.9136085
Wolf 9,Ambrée,0,Brasserie Lupulus,Gouvy,Luxembourg,Unknown,3,17272,Unknown,50.2144933,5.9136085
Wostyntje,Bière à la moutarde,0,Brasserie De Hoorn,Londerzeel,Flemish Brabant,Palm Belgian Craft Brewers,3,1422,Unknown,52.6421622,5.0591962
Xenophon’s Wine,Unknown,0,De Struise Brouwers,Unknown,Unknown,Unknown,3,357,Unknown,50.9317072,2.7380021
X-Mas Beer,"Fermentation haute, Blonde",0,Brasserie Contreras,Gavere,East Flanders,Unknown,0,0,Unknown,50.9292999,3.6863506459883193
X-Mas Zinnebir,"Bière de saison, Brune",0,Brasserie de la Senne,Molenbeek-Saint-Jean,Brussels,Unknown,0,0,Unknown,50.867886850000005,4.349089742262716
XX Bitter,"Fermentation haute, Blonde",0,Brasserie De Ranke,Mouscron,Hainaut,Unknown,3,82391,Unknown,50.7436672,3.2142729
XXX Bitter,"Fermentation haute, Blonde",0,Brasserie De Ranke,Mouscron,Hainaut,Unknown,3,14677,Unknown,50.7436672,3.2142729
Yperman,Ale,0,Brasserie Het Sas,Ypres,West Flanders,Unknown,3,2266,Unknown,50.8521947,2.8846047
Yellow Mortal,Ale,0,Brasserie Malheur,Buggenhout,East Flanders,Unknown,3,15,Unknown,51.0152271,4.2022689
Zatte Bie,Brune,0,Brasserie De Bie,Dentergem,West Flanders,Unknown,3,14640,Unknown,38.9028603,-77.0274147
Zeezuiper,"Blonde dorée, Triple",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,137833,Unknown,51.1152543,3.8160967304356808
Zennenat,Fermentation haute,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,13,Unknown,53.7435722,-0.3394758
Zeunt,Fermentation haute,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,2724,Unknown,51.1152543,3.8160967304356808
Zeven Zonden Gula,"Fermentation haute, Bière de Noël",0,Brasserie Gulden Spoor,Wevelgem,West Flanders,Unknown,3,4012,Unknown,50.8089591,3.1841013
Zeven Zonden Luxuria,"Fermentation haute, Bière de Noël",0,Brasserie Gulden Spoor,Wevelgem,West Flanders,Unknown,3,3841,Unknown,50.8089591,3.1841013
Zingende Blondine,Fermentation haute,0,Brasserie 't Gaverhopke,Harelbeke,West Flanders,Unknown,3,5366,Unknown,50.857512,3.3113699
Zinnebir,Blonde,0,Brasserie de la Senne,Molenbeek-Saint-Jean,Brussels,Unknown,3,80106,Unknown,50.867886850000005,4.349089742262716
Zonderik 100,"Blonde, Fermentation haute",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Zonderik Dubbel Donker,Fermentation haute,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,534,Unknown,51.1152543,3.8160967304356808
Zonderik Tripel,"Blonde, Triple",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,2010,Unknown,51.1152543,3.8160967304356808
